1	4975.479256	-13316.385752	-8340.906496
2	5000.209471	-13341.675281	-8341.465809
3	4985.990660	-13328.573974	-8342.583314
4	4952.222304	-13295.358516	-8343.136212
5	4907.322251	-13249.711166	-8342.388915
6	4859.317567	-13200.912832	-8341.595265
7	4836.431753	-13178.771372	-8342.339618
8	4854.648155	-13196.959865	-8342.311710
9	4890.266593	-13231.783683	-8341.517090
10	4917.827809	-13259.513217	-8341.685408
11	4927.394352	-13269.134276	-8341.739924
12	4926.980164	-13269.449028	-8342.468864
13	4935.753496	-13278.885507	-8343.132012
14	4953.151778	-13296.084851	-8342.933073
15	4959.046626	-13301.301041	-8342.254415
16	4934.889155	-13275.954452	-8341.065297
17	4894.149149	-13235.441563	-8341.292414
18	4881.176290	-13224.135040	-8342.958750
19	4900.461640	-13242.968475	-8342.506835
20	4905.040879	-13246.098057	-8341.057177
21	4877.358099	-13218.519295	-8341.161196
22	4848.322135	-13190.642857	-8342.320722
23	4845.810216	-13188.440383	-8342.630168
24	4873.836938	-13216.695411	-8342.858473
25	4915.954334	-13258.765838	-8342.811504
26	4944.529367	-13287.157595	-8342.628228
27	4932.288584	-13274.044649	-8341.756064
28	4882.024761	-13224.023054	-8341.998293
29	4826.264121	-13168.776586	-8342.512465
30	4790.145752	-13132.521898	-8342.376146
31	4786.987253	-13129.857127	-8342.869874
32	4812.895953	-13155.371433	-8342.475480
33	4846.148299	-13188.009031	-8341.860732
34	4876.774096	-13218.790192	-8342.016096
35	4895.242008	-13236.336387	-8341.094379
36	4898.856456	-13239.814851	-8340.958395
37	4909.322730	-13251.157270	-8341.834540
38	4933.328264	-13274.709799	-8341.381535
39	4957.612172	-13298.846370	-8341.234198
40	4974.846487	-13316.295316	-8341.448829
41	4982.619798	-13324.567556	-8341.947758
42	4967.008999	-13307.919133	-8340.910134
43	4923.701710	-13264.296049	-8340.594339
44	4882.425146	-13223.951900	-8341.526754
45	4858.179164	-13198.862541	-8340.683376
46	4846.037218	-13186.882162	-8340.844945
47	4847.976821	-13189.054549	-8341.077727
48	4859.352381	-13200.374794	-8341.022412
49	4873.173710	-13214.178865	-8341.005155
50	4884.281255	-13225.218235	-8340.936980
51	4891.562998	-13232.558762	-8340.995764
52	4901.741935	-13243.440604	-8341.698669
53	4908.826835	-13250.050829	-8341.223994
54	4895.442963	-13236.207685	-8340.764722
55	4866.305093	-13207.774242	-8341.469149
56	4829.894088	-13170.884444	-8340.990356
57	4799.497005	-13141.072471	-8341.575466
58	4798.674911	-13140.718629	-8342.043718
59	4827.227534	-13168.946592	-8341.719058
60	4862.415997	-13203.215533	-8340.799537
61	4884.275834	-13224.614785	-8340.338951
62	4901.417053	-13242.731105	-8341.314052
63	4924.713761	-13266.533926	-8341.820165
64	4942.180797	-13283.642135	-8341.461337
65	4943.069700	-13284.920354	-8341.850654
66	4937.076756	-13279.797034	-8342.720278
67	4934.504037	-13277.548913	-8343.044876
68	4938.351626	-13281.393226	-8343.041600
69	4947.756081	-13290.754581	-8342.998500
70	4960.308838	-13303.295556	-8342.986718
71	4964.733297	-13307.310133	-8342.576836
72	4945.845798	-13287.373474	-8341.527677
73	4907.394056	-13248.842400	-8341.448344
74	4877.040180	-13218.828277	-8341.788098
75	4870.922747	-13212.481725	-8341.558978
76	4894.234786	-13236.213296	-8341.978510
77	4938.942111	-13280.978552	-8342.036441
78	4978.096223	-13320.113153	-8342.016930
79	4980.077546	-13321.537056	-8341.459511
80	4932.251158	-13273.668302	-8341.417144
81	4863.708126	-13205.993109	-8342.284983
82	4820.912436	-13163.808797	-8342.896361
83	4830.303720	-13173.487143	-8343.183423
84	4878.691419	-13220.670380	-8341.978961
85	4931.141124	-13272.642283	-8341.501159
86	4975.579781	-13317.622968	-8342.043187
87	5008.553061	-13350.925317	-8342.372256
88	5023.758420	-13366.312336	-8342.553915
89	5021.046123	-13363.971139	-8342.925016
90	5011.436878	-13354.854814	-8343.417936
91	5004.467752	-13347.868491	-8343.400739
92	4994.965305	-13337.713552	-8342.748246
93	4971.969534	-13314.169834	-8342.200300
94	4931.777192	-13273.745853	-8341.968661
95	4878.825830	-13220.202465	-8341.376635
96	4830.934037	-13172.262825	-8341.328788
97	4810.768928	-13151.828422	-8341.059493
98	4819.090657	-13159.378892	-8340.288235
99	4851.471449	-13192.133161	-8340.661713
100	4729.059477	-13249.229149	-8520.169672
101	4787.270633	-13307.027639	-8519.757006
102	4818.628591	-13338.863510	-8520.234919
103	4823.511275	-13344.154243	-8520.642968
104	4817.523109	-13338.519418	-8520.996309
105	4820.385190	-13341.835048	-8521.449858
106	4826.242662	-13346.769089	-8520.526427
107	4816.799577	-13336.799887	-8520.000310
108	4799.169392	-13319.782015	-8520.612623
109	4793.230513	-13314.364396	-8521.133883
110	4809.879697	-13331.438034	-8521.558337
111	4845.222336	-13366.972261	-8521.749925
112	4874.134087	-13395.179753	-8521.045666
113	4872.468238	-13393.088283	-8520.620045
114	4841.428619	-13362.141399	-8520.712779
115	4801.858087	-13322.810410	-8520.952322
116	4779.470448	-13301.120347	-8521.649899
117	4781.454871	-13302.511390	-8521.056519
118	4792.694004	-13312.721315	-8520.027311
119	4813.237422	-13333.798746	-8520.561324
120	4845.726787	-13366.271708	-8520.544921
121	4871.585001	-13391.370132	-8519.785131
122	4880.276351	-13400.451462	-8520.175111
123	4864.962821	-13384.767457	-8519.804636
124	4822.084323	-13341.642086	-8519.557764
125	4763.863863	-13282.995971	-8519.132108
126	4715.358679	-13234.437766	-8519.079086
127	4700.409693	-13219.705821	-8519.296127
128	4717.765290	-13236.657351	-8518.892061
129	4741.429303	-13259.906297	-8518.476994
130	4756.542771	-13275.330924	-8518.788153
131	4769.516053	-13289.328868	-8519.812815
132	4795.651472	-13316.910616	-8521.259144
133	4821.848784	-13342.746765	-8520.897981
134	4824.392678	-13344.781786	-8520.389108
135	4812.321185	-13333.189982	-8520.868797
136	4816.015673	-13337.638348	-8521.622675
137	4840.854069	-13362.157629	-8521.303561
138	4857.796981	-13378.055150	-8520.258169
139	4845.818890	-13365.864792	-8520.045903
140	4814.959324	-13335.382530	-8520.423207
141	4787.532804	-13308.472305	-8520.939500
142	4770.678700	-13291.061702	-8520.383002
143	4756.138530	-13275.905016	-8519.766486
144	4745.235929	-13265.284960	-8520.049032
145	4736.607256	-13255.838378	-8519.231121
146	4727.548557	-13246.320486	-8518.771929
147	4735.629348	-13255.192977	-8519.563629
148	4761.646602	-13280.760934	-8519.114332
149	4791.568674	-13311.041020	-8519.472346
150	4817.157387	-13337.227226	-8520.069839
151	4822.188904	-13342.141827	-8519.952923
152	4796.238992	-13316.437062	-8520.198070
153	4748.306752	-13268.560642	-8520.253890
154	4698.345789	-13218.421388	-8520.075599
155	4674.460985	-13194.600379	-8520.139394
156	4690.094760	-13209.804668	-8519.709908
